PatchName,mean_r,mean_g,mean_b,std_r,std_g,std_b
TCGA-AA-3852_nonMSIH_x9808_y10864_patch00150.png,253.02,252.17,243.44,2.91,4.08,11.18
TCGA-AA-3855_nonMSIH_x15008_y33824_patch00525.png,138.55,123.36,182.17,28.21,28.66,25.75
TCGA-AA-3855_nonMSIH_x18592_y48160_patch00842.png,156.41,139.77,196.17,32.93,34.81,24.76
TCGA-AA-3855_nonMSIH_x23712_y49184_patch01345.png,169.98,149.66,200.17,44.62,45.08,26.82
TCGA-AA-3855_nonMSIH_x24736_y30240_patch01473.png,253.35,252.16,243.67,1.29,2.41,10.86
TCGA-AA-3855_nonMSIH_x25248_y38432_patch01568.png,231.37,226.75,231.3,40.14,44.67,25.86
TCGA-AA-3855_nonMSIH_x25248_y54816_patch01600.png,154.03,140.04,193.2,43.97,46.61,29.91
TCGA-AA-3855_nonMSIH_x26272_y46112_patch01760.png,144.15,128.33,188.13,34.53,34.79,26.96
TCGA-AA-3855_nonMSIH_x26784_y17440_patch01802.png,155.8,138.17,188.72,46.5,47.99,32.97
TCGA-AA-3855_nonMSIH_x26784_y44064_patch01846.png,169.86,155.41,201.3,44.31,47.5,28.25
TCGA-AA-3855_nonMSIH_x26784_y53792_patch01865.png,165.91,152.01,202.53,39.35,42.68,26.06
TCGA-AA-3855_nonMSIH_x29344_y37408_patch02276.png,187.39,178.52,209.08,61.98,68.38,36.64
TCGA-AA-3855_nonMSIH_x29856_y29216_patch02342.png,203.48,192.73,220.05,31.29,34.38,21.01
TCGA-AA-3855_nonMSIH_x30880_y26656_patch02501.png,206.45,192.74,214.29,38.76,40.03,26.15
TCGA-AA-3855_nonMSIH_x30880_y54304_patch02555.png,190.56,173.27,211.8,34.38,35.36,21.61
TCGA-AA-3855_nonMSIH_x32928_y29216_patch02826.png,202.64,188.72,217.33,24.51,26.12,17.81
TCGA-AA-3855_nonMSIH_x32928_y29728_patch02827.png,227.51,221.1,230.17,35.27,41.25,22.31
TCGA-AA-3855_nonMSIH_x33440_y20000_patch02885.png,238.21,234.72,236.0,21.22,25.73,15.4
TCGA-AA-3855_nonMSIH_x34464_y17440_patch03020.png,253.52,252.81,244.55,1.43,2.23,10.51
TCGA-AA-3855_nonMSIH_x35488_y50208_patch03192.png,145.96,129.77,189.59,35.18,36.86,28.37
TCGA-AA-3855_nonMSIH_x36512_y46112_patch03311.png,152.74,139.23,193.87,41.38,43.78,28.81
TCGA-AA-3855_nonMSIH_x37024_y24608_patch03338.png,142.8,131.29,179.59,51.51,53.55,36.78
TCGA-AA-3855_nonMSIH_x38560_y43552_patch03558.png,154.15,141.22,193.14,43.56,47.06,30.81
TCGA-AA-3855_nonMSIH_x38560_y57888_patch03586.png,253.76,253.05,247.92,1.54,2.55,10.18
TCGA-AA-3855_nonMSIH_x40096_y47648_patch03699.png,176.22,163.07,206.45,40.09,41.72,27.81
TCGA-AA-3855_nonMSIH_x41632_y39456_patch03808.png,187.53,172.78,206.55,36.03,37.43,25.14
TCGA-AA-3855_nonMSIH_x42656_y56864_patch03923.png,165.83,154.51,198.63,45.23,49.12,32.47
TCGA-AA-3855_nonMSIH_x44704_y41504_patch04043.png,214.18,206.14,221.82,41.66,47.23,25.48
TCGA-AA-3855_nonMSIH_x46240_y51744_patch04128.png,253.36,252.78,247.06,1.75,2.53,9.9
TCGA-AA-3855_nonMSIH_x6304_y42528_patch00011.png,197.08,176.97,208.7,46.96,54.11,30.43
TCGA-AA-3855_nonMSIH_x9376_y37408_patch00122.png,253.62,253.28,245.96,1.22,1.77,9.66
TCGA-AA-3856_nonMSIH_x29440_y96448_patch00225.png,195.89,177.86,208.43,38.15,43.39,25.92
TCGA-AA-3856_nonMSIH_x33472_y30272_patch05349.png,158.22,136.28,193.26,31.15,32.3,25.79
TCGA-AA-3856_nonMSIH_x34560_y111296_patch00958.png,190.86,172.83,210.14,34.05,37.95,22.43
TCGA-AA-3856_nonMSIH_x35008_y34880_patch05567.png,152.14,127.2,185.32,36.74,38.78,29.76
TCGA-AA-3856_nonMSIH_x36032_y38464_patch05717.png,178.05,154.68,201.58,39.32,45.08,27.9
TCGA-AA-3856_nonMSIH_x37056_y20544_patch05830.png,163.73,138.95,189.95,45.77,49.14,32.82
TCGA-AA-3856_nonMSIH_x37120_y106176_patch01401.png,223.37,203.7,222.53,24.52,30.59,18.8
TCGA-AA-3856_nonMSIH_x37120_y95936_patch01381.png,171.2,151.73,198.03,40.16,45.32,27.66
TCGA-AA-3856_nonMSIH_x38144_y91840_patch01558.png,185.57,166.5,207.1,36.5,40.4,25.68
TCGA-AA-3856_nonMSIH_x38144_y93888_patch01562.png,191.73,175.89,209.49,43.66,50.03,28.31
TCGA-AA-3856_nonMSIH_x39104_y27712_patch06135.png,155.83,129.92,189.1,40.98,42.67,31.6
TCGA-AA-3856_nonMSIH_x41152_y22080_patch06408.png,172.1,151.46,196.22,51.7,59.29,34.82
TCGA-AA-3856_nonMSIH_x41664_y30272_patch06492.png,183.4,159.09,202.74,46.65,49.17,32.56
TCGA-AA-3856_nonMSIH_x41728_y83648_patch02270.png,182.35,157.41,205.0,34.69,36.4,23.88
TCGA-AA-3856_nonMSIH_x43264_y88256_patch02605.png,194.19,176.89,211.35,37.95,43.6,26.22
TCGA-AA-3856_nonMSIH_x43712_y9280_patch06720.png,159.66,136.62,193.19,32.52,34.94,26.02
TCGA-AA-3856_nonMSIH_x43776_y71360_patch02681.png,169.06,139.85,187.13,47.05,49.59,34.01
TCGA-AA-3856_nonMSIH_x43776_y88768_patch02715.png,209.47,192.3,220.06,28.98,33.2,19.38
TCGA-AA-3856_nonMSIH_x44800_y91328_patch02937.png,169.56,147.02,196.42,43.03,48.22,32.88
TCGA-AA-3856_nonMSIH_x45760_y19008_patch06989.png,154.97,124.85,185.63,34.09,34.99,28.11
TCGA-AA-3856_nonMSIH_x45760_y24128_patch06999.png,190.3,162.5,206.73,40.7,46.8,28.78
TCGA-AA-3856_nonMSIH_x48320_y23104_patch07283.png,150.04,119.7,180.29,40.25,42.98,32.69
TCGA-AA-3856_nonMSIH_x48896_y108736_patch03819.png,164.31,138.3,194.93,37.01,39.83,28.39
TCGA-AA-3856_nonMSIH_x49920_y67776_patch03933.png,231.46,221.46,227.84,26.98,34.18,21.49
TCGA-AA-3856_nonMSIH_x50368_y21056_patch07440.png,167.23,132.01,189.62,39.6,37.49,29.84
TCGA-AA-3856_nonMSIH_x50944_y100544_patch04131.png,246.76,244.7,241.18,25.95,31.52,19.22
TCGA-AA-3856_nonMSIH_x53504_y80064_patch04349.png,200.97,185.33,216.82,47.57,59.07,30.3
TCGA-AA-3856_nonMSIH_x58176_y12224_patch07540.png,253.37,252.97,244.79,1.26,2.0,10.49
TCGA-AA-3856_nonMSIH_x59200_y7616_patch07555.png,34.78,29.08,41.86,1.82,2.46,4.67
TCGA-AA-3856_nonMSIH_x62272_y14272_patch07651.png,253.05,252.37,244.16,1.55,2.4,10.5
TCGA-AA-3864_MSIH_x11008_y22032_patch00150.png,243.09,232.36,235.7,18.14,31.18,17.12
TCGA-AA-3864_MSIH_x15104_y20496_patch00426.png,225.52,209.72,227.78,23.12,35.03,17.33
TCGA-AA-3864_MSIH_x15616_y17936_patch00462.png,190.66,144.11,210.49,29.8,42.13,21.57
TCGA-AA-3864_MSIH_x15616_y28688_patch00483.png,208.85,172.95,217.64,38.94,66.39,28.64
TCGA-AA-3864_MSIH_x17152_y15888_patch00596.png,187.03,144.24,209.09,33.26,49.84,22.63
TCGA-AA-3864_MSIH_x17152_y20496_patch00605.png,230.74,215.41,229.14,29.79,44.35,22.34
TCGA-AA-3864_MSIH_x19200_y9744_patch00767.png,211.33,180.74,222.04,36.25,58.33,22.47
TCGA-AA-3864_MSIH_x22272_y19984_patch00982.png,207.3,172.84,217.73,36.09,57.1,24.6
TCGA-AA-3864_MSIH_x24320_y17936_patch01058.png,251.07,249.08,244.1,15.69,21.06,17.9
TCGA-AA-3864_MSIH_x26880_y21520_patch01201.png,225.32,200.9,226.43,31.35,50.88,21.61
TCGA-AA-3864_MSIH_x32000_y36368_patch01550.png,218.45,174.28,224.41,23.15,39.99,16.94
TCGA-AA-3864_MSIH_x34048_y27664_patch01676.png,232.26,202.69,229.95,20.64,29.29,14.6
TCGA-AA-3864_MSIH_x38144_y21008_patch02005.png,231.77,207.1,227.69,21.88,28.34,16.98
TCGA-AA-3864_MSIH_x38144_y27664_patch02018.png,229.92,203.51,226.76,24.05,33.59,17.41
TCGA-AA-3864_MSIH_x39168_y27152_patch02122.png,235.81,212.52,229.55,19.79,26.01,15.19
TCGA-AA-3864_MSIH_x39680_y24080_patch02167.png,238.49,216.77,230.12,16.31,20.69,14.58
TCGA-AA-3864_MSIH_x39680_y25104_patch02169.png,237.18,215.14,230.46,17.22,22.73,14.51
TCGA-AA-3864_MSIH_x41216_y27152_patch02334.png,235.67,216.36,230.69,21.77,28.93,16.81
TCGA-AA-3864_MSIH_x44288_y14352_patch02613.png,213.45,180.46,221.22,32.42,52.17,21.61
TCGA-AA-3864_MSIH_x44800_y23568_patch02680.png,232.2,186.29,234.48,16.21,24.24,13.46
TCGA-AA-3864_MSIH_x45312_y13328_patch02712.png,210.42,176.89,218.66,34.71,55.7,23.48
TCGA-AA-3864_MSIH_x45312_y29200_patch02742.png,244.6,231.79,234.66,16.28,25.05,16.48
TCGA-AA-3864_MSIH_x46336_y7696_patch02796.png,227.65,205.57,226.64,19.24,32.51,16.08
TCGA-AA-3864_MSIH_x46848_y10768_patch02844.png,230.65,214.55,229.69,21.73,37.04,17.26
TCGA-AA-3864_MSIH_x47360_y9744_patch02876.png,230.96,213.17,228.5,18.17,32.5,15.17
TCGA-AA-3864_MSIH_x47872_y23056_patch02936.png,236.12,215.76,229.69,21.35,32.09,17.39
TCGA-AA-3864_MSIH_x48896_y22032_patch03006.png,238.67,216.06,230.53,18.26,28.38,15.92
TCGA-AA-3864_MSIH_x49920_y12304_patch03060.png,233.64,216.05,229.45,17.33,30.87,16.14
TCGA-AA-3864_MSIH_x50432_y16912_patch03102.png,221.95,188.45,225.4,22.68,32.1,17.18
TCGA-AA-3864_MSIH_x9472_y19984_patch00066.png,235.41,200.42,230.12,26.6,55.66,20.79
TCGA-AA-3877_MSIH_x10816_y9856_patch03413.png,172.26,168.95,165.09,38.52,39.47,41.82
TCGA-AA-3877_MSIH_x38912_y8064_patch03565.png,244.28,243.41,232.65,7.51,7.14,14.13
TCGA-AA-3877_MSIH_x40768_y94080_patch00082.png,193.73,156.26,209.12,51.11,63.32,34.31
TCGA-AA-3877_MSIH_x41984_y9088_patch03601.png,181.67,177.95,174.76,32.63,34.23,36.59
TCGA-AA-3877_MSIH_x42304_y96640_patch00185.png,201.59,184.25,219.14,38.35,44.24,28.98
TCGA-AA-3877_MSIH_x45376_y71552_patch00446.png,245.8,241.88,231.24,4.77,4.91,13.3
TCGA-AA-3877_MSIH_x46912_y101760_patch00674.png,226.48,219.1,228.91,49.52,58.99,35.04
TCGA-AA-3877_MSIH_x48960_y92544_patch00920.png,209.34,189.83,223.79,38.09,49.49,24.47
TCGA-AA-3877_MSIH_x49984_y71040_patch01015.png,198.43,179.69,211.08,63.39,80.74,40.8
TCGA-AA-3877_MSIH_x50496_y67968_patch01079.png,156.44,119.57,181.62,61.07,74.38,43.5
TCGA-AA-3877_MSIH_x50496_y70528_patch01084.png,189.76,163.46,204.48,60.06,78.6,38.25
TCGA-AA-3877_MSIH_x52544_y88960_patch01389.png,202.32,152.35,223.28,25.0,32.27,19.61
TCGA-AA-3877_MSIH_x55616_y86912_patch01794.png,193.64,141.13,213.09,38.3,37.98,27.53
TCGA-AA-3877_MSIH_x56128_y102272_patch01894.png,218.72,207.14,223.87,53.16,66.93,34.87
TCGA-AA-3877_MSIH_x56320_y9600_patch03757.png,252.04,251.03,241.3,3.93,4.38,12.3
TCGA-AA-3877_MSIH_x57856_y8064_patch03768.png,246.61,246.69,236.07,5.04,4.66,13.13
TCGA-AA-3877_MSIH_x58688_y89472_patch02183.png,151.3,105.18,187.68,39.15,37.37,31.17
TCGA-AA-3877_MSIH_x58688_y91008_patch02186.png,150.4,108.36,191.15,34.1,32.98,29.47
TCGA-AA-3877_MSIH_x59712_y99712_patch02306.png,168.38,133.7,193.08,59.33,75.77,38.63
TCGA-AA-3877_MSIH_x60736_y93568_patch02396.png,192.47,174.03,219.88,29.8,40.18,20.53
TCGA-AA-3877_MSIH_x61760_y95616_patch02476.png,178.31,146.54,204.25,46.2,62.65,33.24
TCGA-AA-3877_MSIH_x64832_y92032_patch02603.png,154.79,119.9,186.31,58.47,73.16,38.52
TCGA-AA-3877_MSIH_x65344_y95104_patch02628.png,202.15,185.98,214.84,56.52,72.34,37.42
TCGA-AA-3877_MSIH_x66880_y86912_patch02670.png,253.24,252.41,244.99,1.42,2.33,10.42
TCGA-AA-3877_MSIH_x67904_y83328_patch02731.png,249.55,246.97,242.33,12.35,16.16,12.93
TCGA-AA-3877_MSIH_x68928_y85376_patch02807.png,135.49,93.86,173.46,41.62,48.71,30.45
TCGA-AA-3877_MSIH_x70976_y77184_patch02955.png,218.6,208.41,228.95,36.92,47.9,22.57
TCGA-AA-3877_MSIH_x73536_y93568_patch03178.png,213.23,184.47,223.22,42.78,67.79,27.73
TCGA-AA-3877_MSIH_x74560_y88960_patch03234.png,252.96,252.05,245.3,5.62,6.95,10.29
TCGA-AA-3877_MSIH_x75072_y84864_patch03251.png,164.95,113.55,191.84,38.3,53.23,29.47
TCGA-AA-3947_MSIH_x11328_y59136_patch01134.png,163.55,150.26,199.66,48.33,50.18,31.48
TCGA-AA-3947_MSIH_x12352_y97536_patch01402.png,182.21,166.04,211.78,41.56,43.62,25.66
TCGA-AA-3947_MSIH_x15936_y79616_patch02066.png,171.23,159.09,207.16,47.75,51.43,29.52
TCGA-AA-3947_MSIH_x16960_y101632_patch02312.png,186.88,171.48,213.55,37.55,39.4,23.06
TCGA-AA-3947_MSIH_x26688_y69376_patch04270.png,175.68,164.32,206.42,50.16,51.42,30.96
TCGA-AA-3947_MSIH_x26688_y70400_patch04272.png,212.36,199.78,224.33,32.7,34.64,18.95
TCGA-AA-3947_MSIH_x28736_y70912_patch04706.png,177.57,165.08,206.08,46.07,46.52,29.15
TCGA-AA-3947_MSIH_x29248_y78592_patch04828.png,166.17,154.07,208.12,36.41,38.78,23.92
TCGA-AA-3947_MSIH_x30272_y87808_patch05059.png,141.59,127.1,191.85,34.72,36.22,26.91
TCGA-AA-3947_MSIH_x30784_y89856_patch05166.png,133.28,119.48,187.33,31.68,32.38,26.02
TCGA-AA-3947_MSIH_x32832_y84736_patch05626.png,141.68,128.83,194.07,28.79,29.34,23.19
TCGA-AA-3947_MSIH_x33344_y47872_patch05681.png,168.86,158.05,206.23,36.93,39.03,22.56
TCGA-AA-3947_MSIH_x35392_y72448_patch06214.png,171.25,158.38,208.96,39.34,40.99,25.99
TCGA-AA-3947_MSIH_x36928_y44800_patch06503.png,200.43,190.36,216.96,36.75,40.97,22.15
TCGA-AA-3947_MSIH_x36928_y86784_patch06585.png,143.66,131.05,197.64,24.47,25.53,21.37
TCGA-AA-3947_MSIH_x38976_y47360_patch06951.png,206.44,197.21,222.44,30.68,35.32,19.93
TCGA-AA-3947_MSIH_x38976_y58112_patch06972.png,196.0,188.36,218.83,43.82,48.53,25.09
TCGA-AA-3947_MSIH_x38976_y65280_patch06986.png,187.07,176.83,214.71,37.27,41.19,23.98
TCGA-AA-3947_MSIH_x40512_y46848_patch07261.png,209.01,196.95,220.24,28.09,33.13,17.59
TCGA-AA-3947_MSIH_x41024_y49920_patch07364.png,205.73,195.43,221.36,26.47,31.24,16.16
TCGA-AA-3947_MSIH_x41024_y82688_patch07428.png,186.43,173.38,213.51,39.64,44.76,22.58
TCGA-AA-3947_MSIH_x42048_y52992_patch07556.png,205.71,194.2,220.75,32.69,38.15,20.25
TCGA-AA-3947_MSIH_x42048_y88832_patch07626.png,225.09,216.41,230.9,29.4,36.41,18.27
TCGA-AA-3947_MSIH_x44096_y83200_patch07958.png,199.12,189.64,217.57,44.34,48.27,27.49
TCGA-AA-3947_MSIH_x47168_y72960_patch08343.png,159.05,143.05,199.23,38.93,39.79,26.9
TCGA-AA-3947_MSIH_x47680_y65280_patch08381.png,187.22,178.26,214.42,43.15,47.69,23.91
TCGA-AA-3947_MSIH_x48192_y76032_patch08455.png,207.66,196.4,221.87,24.84,28.03,17.51
TCGA-AA-3947_MSIH_x53824_y67328_patch08747.png,199.54,184.34,216.04,33.87,38.64,23.02
TCGA-AA-3947_MSIH_x6720_y68864_patch00342.png,195.85,185.34,217.77,40.99,44.72,24.08
TCGA-AA-3947_MSIH_x8256_y79104_patch00585.png,236.01,233.98,234.05,10.78,14.5,12.52
TCGA-AA-3949_MSIH_x10752_y88320_patch00126.png,201.94,183.5,216.02,36.74,42.78,24.72
TCGA-AA-3949_MSIH_x12800_y73472_patch00277.png,228.62,217.27,231.37,29.87,38.3,19.65
TCGA-AA-3949_MSIH_x14848_y70912_patch00458.png,178.88,157.95,205.3,34.07,39.89,25.47
TCGA-AA-3949_MSIH_x15872_y89856_patch00572.png,181.83,158.68,207.68,36.91,41.6,25.4
TCGA-AA-3949_MSIH_x16384_y71424_patch00594.png,166.73,142.81,196.95,37.72,41.75,28.4
TCGA-AA-3949_MSIH_x16896_y81664_patch00646.png,252.92,251.6,242.51,1.58,2.75,11.53
TCGA-AA-3949_MSIH_x19456_y97536_patch00921.png,200.79,183.79,217.83,33.01,39.44,21.16
TCGA-AA-3949_MSIH_x19968_y84224_patch00945.png,199.64,184.19,217.11,38.68,46.65,24.83
TCGA-AA-3949_MSIH_x22016_y70912_patch01152.png,199.63,180.77,214.09,33.14,37.71,23.18
TCGA-AA-3949_MSIH_x23040_y83200_patch01275.png,201.47,186.02,216.43,40.55,48.38,26.51
TCGA-AA-3949_MSIH_x23552_y90880_patch01347.png,193.02,172.69,213.89,34.62,38.85,22.36
TCGA-AA-3949_MSIH_x24064_y88832_patch01400.png,187.03,166.97,213.14,34.71,39.9,22.26
TCGA-AA-3949_MSIH_x25088_y88320_patch01519.png,178.05,156.2,207.79,35.3,39.31,24.12
TCGA-AA-3949_MSIH_x25600_y89344_patch01586.png,175.73,152.55,206.85,30.87,34.15,22.54
TCGA-AA-3949_MSIH_x26624_y93440_patch01725.png,193.19,174.4,215.46,32.72,38.68,21.41
TCGA-AA-3949_MSIH_x26624_y96512_patch01731.png,192.43,170.98,217.37,28.24,33.1,19.44
TCGA-AA-3949_MSIH_x27648_y95488_patch01862.png,183.53,161.47,212.14,30.41,33.09,21.74
TCGA-AA-3949_MSIH_x28160_y95488_patch01926.png,176.77,152.63,206.44,34.44,38.52,25.45
TCGA-AA-3949_MSIH_x29184_y73984_patch02008.png,200.1,179.51,212.11,38.77,43.07,27.63
TCGA-AA-3949_MSIH_x29184_y98048_patch02055.png,204.25,185.38,220.06,28.48,33.93,19.33
TCGA-AA-3949_MSIH_x30208_y73984_patch02128.png,182.86,157.31,201.0,48.16,52.45,33.9
TCGA-AA-3949_MSIH_x30208_y77056_patch02134.png,185.58,166.08,210.24,37.34,43.7,26.31
TCGA-AA-3949_MSIH_x30720_y77056_patch02192.png,198.38,183.12,214.56,45.57,54.37,29.61
TCGA-AA-3949_MSIH_x31232_y81152_patch02258.png,196.41,180.03,214.95,37.25,43.73,24.9
TCGA-AA-3949_MSIH_x31744_y79104_patch02304.png,230.39,223.12,231.56,35.13,43.12,23.03
TCGA-AA-3949_MSIH_x32768_y81664_patch02400.png,237.15,232.5,236.54,30.91,37.85,20.36
TCGA-AA-3949_MSIH_x32832_y10560_patch03041.png,253.54,252.92,245.56,1.26,2.05,9.79
TCGA-AA-3949_MSIH_x33280_y87808_patch02454.png,224.11,214.14,227.79,30.89,37.97,20.54
TCGA-AA-3949_MSIH_x37376_y99584_patch02703.png,230.01,221.1,231.89,22.71,29.36,16.72
TCGA-AA-3949_MSIH_x38400_y97536_patch02723.png,225.66,216.67,230.21,29.09,36.09,20.76
TCGA-AA-3950_MSIH_x2304_y29888_patch03093.png,247.37,246.0,237.02,8.93,9.55,17.08
TCGA-AA-3950_MSIH_x2816_y10432_patch03106.png,250.38,248.7,238.47,13.6,14.62,17.76
TCGA-AA-3950_MSIH_x36416_y92416_patch00278.png,170.44,147.73,204.22,26.24,29.4,20.11
TCGA-AA-3950_MSIH_x36928_y83200_patch00314.png,176.26,155.97,199.79,44.93,49.39,32.36
TCGA-AA-3950_MSIH_x38976_y87296_patch00576.png,174.51,154.23,202.28,38.09,42.36,26.05
TCGA-AA-3950_MSIH_x41024_y90880_patch00860.png,152.23,128.79,191.7,30.11,32.4,26.19
TCGA-AA-3950_MSIH_x42560_y71424_patch01036.png,170.54,150.99,201.82,36.82,42.44,25.56
TCGA-AA-3950_MSIH_x42560_y71936_patch01037.png,183.46,166.44,208.08,39.38,45.29,26.64
TCGA-AA-3950_MSIH_x42560_y81664_patch01056.png,175.91,158.56,204.94,42.08,49.18,28.41
TCGA-AA-3950_MSIH_x4352_y7872_patch03224.png,249.13,248.36,241.05,19.08,20.76,22.67
TCGA-AA-3950_MSIH_x43584_y80128_patch01194.png,215.0,206.88,223.75,47.89,56.01,29.78
TCGA-AA-3950_MSIH_x44608_y80640_patch01336.png,237.56,232.55,235.42,32.3,38.6,19.88
TCGA-AA-3950_MSIH_x45120_y68352_patch01383.png,169.29,149.85,199.62,37.04,42.22,26.6
TCGA-AA-3950_MSIH_x45120_y76544_patch01399.png,172.42,153.02,202.01,36.3,40.84,25.77
TCGA-AA-3950_MSIH_x45632_y66304_patch01448.png,168.95,147.6,200.04,30.91,34.98,24.02
TCGA-AA-3950_MSIH_x46656_y70912_patch01592.png,168.04,148.88,198.8,38.56,44.48,28.7
TCGA-AA-3950_MSIH_x48192_y84736_patch01806.png,189.62,174.57,209.72,47.99,56.56,29.97
TCGA-AA-3950_MSIH_x49216_y87808_patch01923.png,199.35,185.57,212.98,49.49,58.97,31.6
TCGA-AA-3950_MSIH_x51776_y65792_patch02144.png,198.36,183.71,216.92,35.04,41.58,22.11
TCGA-AA-3950_MSIH_x51776_y88320_patch02188.png,185.38,164.21,205.15,40.71,46.01,29.7
TCGA-AA-3950_MSIH_x52288_y83200_patch02231.png,177.08,159.11,205.94,42.57,49.66,26.91
TCGA-AA-3950_MSIH_x53312_y83712_patch02339.png,185.06,168.06,209.67,42.23,50.04,26.12
TCGA-AA-3950_MSIH_x53824_y75520_patch02377.png,207.13,194.2,219.06,41.1,49.05,26.23
TCGA-AA-3950_MSIH_x54336_y67840_patch02415.png,160.71,139.22,195.14,30.97,33.85,24.91
TCGA-AA-3950_MSIH_x56384_y76032_patch02640.png,190.14,173.12,210.47,36.48,42.15,24.1
TCGA-AA-3950_MSIH_x56384_y82688_patch02652.png,253.54,253.0,245.3,1.35,2.07,10.17
TCGA-AA-3950_MSIH_x56896_y76032_patch02690.png,172.3,153.92,203.31,35.87,40.72,25.71
TCGA-AA-3950_MSIH_x58944_y79616_patch02840.png,253.55,252.93,245.14,1.64,2.75,10.31
TCGA-AA-3950_MSIH_x61504_y76032_patch02969.png,253.55,252.84,244.93,1.23,2.09,10.43
TCGA-AA-3950_MSIH_x63040_y69376_patch03007.png,229.59,219.58,230.03,37.38,47.98,25.92
TCGA-AA-3966_MSIH_x13376_y93056_patch02503.png,200.59,185.24,217.5,33.26,37.06,22.48
TCGA-AA-3966_MSIH_x13888_y73600_patch02558.png,174.0,154.92,203.45,32.32,35.47,23.97
TCGA-AA-3966_MSIH_x14400_y63872_patch02633.png,198.4,186.82,217.53,34.14,39.35,21.85
TCGA-AA-3966_MSIH_x14400_y89472_patch02683.png,192.1,177.43,214.31,35.92,40.38,24.03
TCGA-AA-3966_MSIH_x14912_y60288_patch02720.png,156.74,139.41,194.81,37.57,41.82,27.53
TCGA-AA-3966_MSIH_x15936_y83328_patch02953.png,183.16,166.98,210.22,37.3,41.09,25.32
TCGA-AA-3966_MSIH_x16448_y81280_patch03042.png,194.18,180.57,214.54,40.78,46.49,25.6
TCGA-AA-3966_MSIH_x16448_y84352_patch03048.png,194.86,180.51,215.1,35.76,39.83,22.73
TCGA-AA-3966_MSIH_x18496_y70528_patch03357.png,251.21,250.01,243.37,11.46,13.61,11.69
TCGA-AA-3966_MSIH_x18496_y80256_patch03376.png,182.23,167.7,212.03,32.46,35.48,21.45
TCGA-AA-3966_MSIH_x20544_y56704_patch03678.png,158.47,142.46,195.34,44.01,48.38,29.91
TCGA-AA-3966_MSIH_x22592_y77184_patch04082.png,165.94,149.84,202.81,32.34,35.93,22.88
TCGA-AA-3966_MSIH_x23104_y70528_patch04162.png,236.96,232.39,236.03,26.65,32.04,17.66
TCGA-AA-3966_MSIH_x23616_y73600_patch04257.png,175.92,160.45,205.45,37.64,41.52,25.31
TCGA-AA-3966_MSIH_x24128_y52608_patch04312.png,161.38,145.07,198.16,39.42,43.29,30.08
TCGA-AA-3966_MSIH_x25664_y64384_patch04603.png,183.8,169.56,211.51,34.41,38.79,24.51
TCGA-AA-3966_MSIH_x27200_y68480_patch04865.png,253.26,252.83,245.51,1.4,2.03,10.01
TCGA-AA-3966_MSIH_x28736_y76160_patch05067.png,216.27,207.09,223.95,40.5,47.25,25.95
TCGA-AA-3966_MSIH_x28736_y81280_patch05077.png,192.24,177.63,214.37,32.63,36.05,22.44
TCGA-AA-3966_MSIH_x39232_y71616_patch00202.png,186.56,174.16,210.92,43.27,49.95,26.71
TCGA-AA-3966_MSIH_x39744_y77760_patch00262.png,169.07,151.27,202.12,41.02,45.99,28.17
TCGA-AA-3966_MSIH_x40768_y79296_patch00361.png,186.45,172.36,212.08,45.07,51.72,27.31
TCGA-AA-3966_MSIH_x45888_y66496_patch00834.png,166.7,146.42,201.84,33.48,36.84,24.02
TCGA-AA-3966_MSIH_x46912_y73664_patch00949.png,179.53,162.25,207.45,49.62,56.4,31.52
TCGA-AA-3966_MSIH_x47936_y73152_patch01046.png,160.46,140.98,199.29,40.43,44.34,29.47
TCGA-AA-3966_MSIH_x49472_y81344_patch01194.png,211.61,201.83,223.69,39.24,45.82,23.7
TCGA-AA-3966_MSIH_x51520_y73152_patch01345.png,187.3,173.88,211.7,49.43,56.84,29.29
TCGA-AA-3966_MSIH_x54080_y68544_patch01532.png,188.27,169.71,211.05,38.0,41.58,26.16
TCGA-AA-3966_MSIH_x8768_y91008_patch01929.png,218.64,208.54,227.22,26.76,31.21,18.54
TCGA-AA-3966_MSIH_x9280_y92544_patch01975.png,193.86,178.51,213.34,38.74,43.66,24.99
TCGA-AA-3971_nonMSIH_x15232_y69376_patch01587.png,126.32,87.78,164.85,27.88,24.98,23.3
TCGA-AA-3971_nonMSIH_x17280_y68864_patch01918.png,157.66,114.61,186.6,37.51,38.93,29.24
TCGA-AA-3971_nonMSIH_x19328_y81664_patch02290.png,171.17,124.59,197.2,45.32,42.86,32.01
TCGA-AA-3971_nonMSIH_x21888_y71936_patch02700.png,115.66,71.74,142.18,56.9,48.59,57.99
TCGA-AA-3971_nonMSIH_x24448_y63232_patch03077.png,229.13,201.93,220.88,27.7,40.45,22.31
TCGA-AA-3971_nonMSIH_x26112_y4160_patch06497.png,193.05,188.98,188.38,28.62,29.49,29.57
TCGA-AA-3971_nonMSIH_x26496_y77568_patch03404.png,187.39,145.55,205.86,35.08,36.92,24.63
TCGA-AA-3971_nonMSIH_x29056_y64256_patch03741.png,225.19,195.66,220.86,25.61,37.91,18.84
TCGA-AA-3971_nonMSIH_x29056_y75520_patch03763.png,138.79,103.38,173.29,47.83,55.31,33.73
TCGA-AA-3971_nonMSIH_x29568_y70400_patch03827.png,145.75,99.51,172.9,38.39,35.19,30.51
